origFileNames newFileNames lane
SoC0603404G_CKDL230038844-1A_22FF32LT3_L2_1.fq.gz Sor-CPnd_034-Ex1-4G-lcwgs-1-2.1.fq.gz L2
SoC0603404G_CKDL230038844-1A_22FF32LT3_L3_1.fq.gz Sor-CPnd_034-Ex1-4G-lcwgs-1-2.1.fq.gz L3
SoC0603605C_CKDL230038844-1A_22FF32LT3_L2_1.fq.gz Sor-CPnd_036-Ex1-5C-lcwgs-1-2.1.fq.gz L2
SoC0603605C_CKDL230038844-1A_22FF32LT3_L3_1.fq.gz Sor-CPnd_036-Ex1-5C-lcwgs-1-2.1.fq.gz L3
SoC0603706C_CKDL230038844-1A_22FF32LT3_L2_1.fq.gz Sor-CPnd_037-Ex1-6C-lcwgs-1-2.1.fq.gz L2
SoC0603706C_CKDL230038844-1A_22FF32LT3_L3_1.fq.gz Sor-CPnd_037-Ex1-6C-lcwgs-1-2.1.fq.gz L3
SoC0603802A_CKDL230038844-1A_22FF32LT3_L2_1.fq.gz Sor-CPnd_038-Ex1-2A-lcwgs-1-2.1.fq.gz L2
SoC0603802A_CKDL230038844-1A_22FF32LT3_L3_1.fq.gz Sor-CPnd_038-Ex1-2A-lcwgs-1-2.1.fq.gz L3
SoC0604107A_CKDL230038844-1A_22FF32LT3_L2_1.fq.gz Sor-CPnd_041-Ex1-7A-lcwgs-1-2.1.fq.gz L2
SoC0604107A_CKDL230038844-1A_22FF32LT3_L3_1.fq.gz Sor-CPnd_041-Ex1-7A-lcwgs-1-2.1.fq.gz L3
SoC0604301D_CKDL230038844-1A_22FF32LT3_L2_1.fq.gz Sor-CPnd_043-Ex1-1D-lcwgs-1-2.1.fq.gz L2
SoC0604301D_CKDL230038844-1A_22FF32LT3_L3_1.fq.gz Sor-CPnd_043-Ex1-1D-lcwgs-1-2.1.fq.gz L3
SoC0604408G_CKDL230038844-1A_22FF32LT3_L2_1.fq.gz Sor-CPnd_044-Ex1-8G-lcwgs-1-2.1.fq.gz L2
SoC0604408G_CKDL230038844-1A_22FF32LT3_L3_1.fq.gz Sor-CPnd_044-Ex1-8G-lcwgs-1-2.1.fq.gz L3
SoC0604507B_CKDL230038844-1A_22FF32LT3_L2_1.fq.gz Sor-CPnd_045-Ex1-7B-lcwgs-1-2.1.fq.gz L2
SoC0604507B_CKDL230038844-1A_22FF32LT3_L3_1.fq.gz Sor-CPnd_045-Ex1-7B-lcwgs-1-2.1.fq.gz L3
SoC0604605A_CKDL230038844-1A_22FF32LT3_L2_1.fq.gz Sor-CPnd_046-Ex1-5A-lcwgs-1-2.1.fq.gz L2
SoC0604605A_CKDL230038844-1A_22FF32LT3_L3_1.fq.gz Sor-CPnd_046-Ex1-5A-lcwgs-1-2.1.fq.gz L3
SoC0604903B_CKDL230038844-1A_22FF32LT3_L2_1.fq.gz Sor-CPnd_049-Ex1-3B-lcwgs-1-2.1.fq.gz L2
SoC0604903B_CKDL230038844-1A_22FF32LT3_L3_1.fq.gz Sor-CPnd_049-Ex1-3B-lcwgs-1-2.1.fq.gz L3
SoC0605003F_CKDL230038844-1A_22FF32LT3_L2_1.fq.gz Sor-CPnd_050-Ex1-3F-lcwgs-1-2.1.fq.gz L2
SoC0605003F_CKDL230038844-1A_22FF32LT3_L3_1.fq.gz Sor-CPnd_050-Ex1-3F-lcwgs-1-2.1.fq.gz L3
SoC0605206D_CKDL230038844-1A_22FF32LT3_L2_1.fq.gz Sor-CPnd_052-Ex1-6D-lcwgs-1-2.1.fq.gz L2
SoC0605206D_CKDL230038844-1A_22FF32LT3_L3_1.fq.gz Sor-CPnd_052-Ex1-6D-lcwgs-1-2.1.fq.gz L3
SoC0605302C_CKDL230038844-1A_22FF32LT3_L2_1.fq.gz Sor-CPnd_053-Ex1-2C-lcwgs-1-2.1.fq.gz L2
SoC0605302C_CKDL230038844-1A_22FF32LT3_L3_1.fq.gz Sor-CPnd_053-Ex1-2C-lcwgs-1-2.1.fq.gz L3
SoC0605408F_CKDL230038844-1A_22FF32LT3_L2_1.fq.gz Sor-CPnd_054-Ex1-8F-lcwgs-1-2.1.fq.gz L2
SoC0605408F_CKDL230038844-1A_22FF32LT3_L3_1.fq.gz Sor-CPnd_054-Ex1-8F-lcwgs-1-2.1.fq.gz L3
SoC0605507G_CKDL230038844-1A_22FF32LT3_L2_1.fq.gz Sor-CPnd_055-Ex1-7G-lcwgs-1-2.1.fq.gz L2
SoC0605507G_CKDL230038844-1A_22FF32LT3_L3_1.fq.gz Sor-CPnd_055-Ex1-7G-lcwgs-1-2.1.fq.gz L3
SoC0605802G_CKDL230038844-1A_22FF32LT3_L2_1.fq.gz Sor-CPnd_058-Ex1-2G-lcwgs-1-2.1.fq.gz L2
SoC0605802G_CKDL230038844-1A_22FF32LT3_L3_1.fq.gz Sor-CPnd_058-Ex1-2G-lcwgs-1-2.1.fq.gz L3
SoC0606307D_CKDL230038844-1A_22FF32LT3_L2_1.fq.gz Sor-CPnd_063-Ex1-7D-lcwgs-1-2.1.fq.gz L2
SoC0606307D_CKDL230038844-1A_22FF32LT3_L3_1.fq.gz Sor-CPnd_063-Ex1-7D-lcwgs-1-2.1.fq.gz L3
SoC0606608B_CKDL230038844-1A_22FF32LT3_L2_1.fq.gz Sor-CPnd_066-Ex1-8B-lcwgs-1-2.1.fq.gz L2
SoC0606608B_CKDL230038844-1A_22FF32LT3_L3_1.fq.gz Sor-CPnd_066-Ex1-8B-lcwgs-1-2.1.fq.gz L3
SoC0606906B_CKDL230038844-1A_22FF32LT3_L2_1.fq.gz Sor-CPnd_069-Ex1-6B-lcwgs-1-2.1.fq.gz L2
SoC0606906B_CKDL230038844-1A_22FF32LT3_L3_1.fq.gz Sor-CPnd_069-Ex1-6B-lcwgs-1-2.1.fq.gz L3
SoC0607208C_CKDL230038844-1A_22FF32LT3_L2_1.fq.gz Sor-CPnd_072-Ex1-8C-lcwgs-1-2.1.fq.gz L2
SoC0607208C_CKDL230038844-1A_22FF32LT3_L3_1.fq.gz Sor-CPnd_072-Ex1-8C-lcwgs-1-2.1.fq.gz L3
SoA0100108E_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-ACeb_001-Ex1-8E-lcwgs-1-2.2.fq.gz L2
SoA0100108E_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-ACeb_001-Ex1-8E-lcwgs-1-2.2.fq.gz L3
SoA0100209E_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-ACeb_002-Ex1-9E-lcwgs-1-2.2.fq.gz L2
SoA0100209E_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-ACeb_002-Ex1-9E-lcwgs-1-2.2.fq.gz L3
SoA0100310E_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-ACeb_003-Ex1-10E-lcwgs-1-2.2.fq.gz L2
SoA0100310E_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-ACeb_003-Ex1-10E-lcwgs-1-2.2.fq.gz L3
SoA0100411E_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-ACeb_004-Ex1-11E-lcwgs-1-2.2.fq.gz L2
SoA0100411E_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-ACeb_004-Ex1-11E-lcwgs-1-2.2.fq.gz L3
SoA0100512E_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-ACeb_005-Ex1-12E-lcwgs-1-2.2.fq.gz L2
SoA0100512E_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-ACeb_005-Ex1-12E-lcwgs-1-2.2.fq.gz L3
SoA0100601F_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-ACeb_006-Ex1-1F-lcwgs-1-2.2.fq.gz L2
SoA0100601F_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-ACeb_006-Ex1-1F-lcwgs-1-2.2.fq.gz L3
SoA0100702F_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-ACeb_007-Ex1-2F-lcwgs-1-2.2.fq.gz L2
SoA0100702F_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-ACeb_007-Ex1-2F-lcwgs-1-2.2.fq.gz L3
SoA0100803F_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-ACeb_008-Ex1-3F-lcwgs-1-2.2.fq.gz L2
SoA0100803F_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-ACeb_008-Ex1-3F-lcwgs-1-2.2.fq.gz L3
SoA0100904F_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-ACeb_009-Ex1-4F-lcwgs-1-2.2.fq.gz L2
SoA0100904F_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-ACeb_009-Ex1-4F-lcwgs-1-2.2.fq.gz L3
SoA0101005F_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-ACeb_010-Ex1-5F-lcwgs-1-2.2.fq.gz L2
SoA0101005F_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-ACeb_010-Ex1-5F-lcwgs-1-2.2.fq.gz L3
SoA0101106F_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-ACeb_011-Ex1-6F-lcwgs-1-2.2.fq.gz L2
SoA0101106F_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-ACeb_011-Ex1-6F-lcwgs-1-2.2.fq.gz L3
SoA0101207F_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-ACeb_012-Ex1-7F-lcwgs-1-2.2.fq.gz L2
SoA0101207F_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-ACeb_012-Ex1-7F-lcwgs-1-2.2.fq.gz L3
SoA0101308F_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-ACeb_013-Ex1-8F-lcwgs-1-2.2.fq.gz L2
SoA0101308F_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-ACeb_013-Ex1-8F-lcwgs-1-2.2.fq.gz L3
SoA0101409F_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-ACeb_014-Ex1-9F-lcwgs-1-2.2.fq.gz L2
SoA0101409F_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-ACeb_014-Ex1-9F-lcwgs-1-2.2.fq.gz L3
SoA0101510F_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-ACeb_015-Ex1-10F-lcwgs-1-2.2.fq.gz L2
SoA0101510F_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-ACeb_015-Ex1-10F-lcwgs-1-2.2.fq.gz L3
SoA0101611F_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-ACeb_016-Ex1-11F-lcwgs-1-2.2.fq.gz L2
SoA0101611F_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-ACeb_016-Ex1-11F-lcwgs-1-2.2.fq.gz L3
SoA0101712F_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-ACeb_017-Ex1-12F-lcwgs-1-2.2.fq.gz L2
SoA0101712F_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-ACeb_017-Ex1-12F-lcwgs-1-2.2.fq.gz L3
SoA0101801G_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-ACeb_018-Ex1-1G-lcwgs-1-2.2.fq.gz L2
SoA0101801G_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-ACeb_018-Ex1-1G-lcwgs-1-2.2.fq.gz L3
SoA0101903G_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-ACeb_019-Ex1-3G-lcwgs-1-2.2.fq.gz L2
SoA0101903G_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-ACeb_019-Ex1-3G-lcwgs-1-2.2.fq.gz L3
SoA0102002G_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-ACeb_020-Ex1-2G-lcwgs-1-2.2.fq.gz L2
SoA0102002G_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-ACeb_020-Ex1-2G-lcwgs-1-2.2.fq.gz L3
SoA0102104G_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-ACeb_021-Ex1-4G-lcwgs-1-2.2.fq.gz L2
SoA0102104G_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-ACeb_021-Ex1-4G-lcwgs-1-2.2.fq.gz L3
SoA0102205G_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-ACeb_022-Ex1-5G-lcwgs-1-2.2.fq.gz L2
SoA0102205G_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-ACeb_022-Ex1-5G-lcwgs-1-2.2.fq.gz L3
SoC0600103E_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-CPnd_001-Ex1-3E-lcwgs-1-2.2.fq.gz L2
SoC0600103E_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-CPnd_001-Ex1-3E-lcwgs-1-2.2.fq.gz L3
SoC0600205E_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-CPnd_002-Ex1-5E-lcwgs-1-2.2.fq.gz L2
SoC0600205E_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-CPnd_002-Ex1-5E-lcwgs-1-2.2.fq.gz L3
SoC0600302B_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-CPnd_003-Ex1-2B-lcwgs-1-2.2.fq.gz L2
SoC0600302B_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-CPnd_003-Ex1-2B-lcwgs-1-2.2.fq.gz L3
SoC0600401G_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-CPnd_004-Ex1-1G-lcwgs-1-2.2.fq.gz L2
SoC0600401G_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-CPnd_004-Ex1-1G-lcwgs-1-2.2.fq.gz L3
SoC0600503D_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-CPnd_005-Ex1-3D-lcwgs-1-2.2.fq.gz L2
SoC0600503D_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-CPnd_005-Ex1-3D-lcwgs-1-2.2.fq.gz L3
SoC0600602D_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-CPnd_006-Ex1-2D-lcwgs-1-2.2.fq.gz L2
SoC0600602D_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-CPnd_006-Ex1-2D-lcwgs-1-2.2.fq.gz L3
SoC0600701C_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-CPnd_007-Ex1-1C-lcwgs-1-2.2.fq.gz L2
SoC0600701C_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-CPnd_007-Ex1-1C-lcwgs-1-2.2.fq.gz L3
SoC0600801A_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-CPnd_008-Ex1-1A-lcwgs-1-2.2.fq.gz L2
SoC0600801A_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-CPnd_008-Ex1-1A-lcwgs-1-2.2.fq.gz L3
SoC0600906A_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-CPnd_009-Ex1-6A-lcwgs-1-2.2.fq.gz L2
SoC0600906A_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-CPnd_009-Ex1-6A-lcwgs-1-2.2.fq.gz L3
SoC0601001H_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-CPnd_010-Ex1-1H-lcwgs-1-2.2.fq.gz L2
SoC0601001H_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-CPnd_010-Ex1-1H-lcwgs-1-2.2.fq.gz L3
SoC0601205B_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-CPnd_012-Ex1-5B-lcwgs-1-2.2.fq.gz L2
SoC0601205B_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-CPnd_012-Ex1-5B-lcwgs-1-2.2.fq.gz L3
SoC0601307F_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-CPnd_013-Ex1-7F-lcwgs-1-2.2.fq.gz L2
SoC0601307F_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-CPnd_013-Ex1-7F-lcwgs-1-2.2.fq.gz L3
SoC0601401F_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-CPnd_014-Ex1-1F-lcwgs-1-2.2.fq.gz L2
SoC0601401F_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-CPnd_014-Ex1-1F-lcwgs-1-2.2.fq.gz L3
SoC0601505F_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-CPnd_015-Ex1-5F-lcwgs-1-2.2.fq.gz L2
SoC0601505F_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-CPnd_015-Ex1-5F-lcwgs-1-2.2.fq.gz L3
SoC0601601B_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-CPnd_016-Ex1-1B-lcwgs-1-2.2.fq.gz L2
SoC0601601B_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-CPnd_016-Ex1-1B-lcwgs-1-2.2.fq.gz L3
SoC0601703G_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-CPnd_017-Ex1-3G-lcwgs-1-2.2.fq.gz L2
SoC0601703G_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-CPnd_017-Ex1-3G-lcwgs-1-2.2.fq.gz L3
SoC0601801E_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-CPnd_018-Ex1-1E-lcwgs-1-2.2.fq.gz L2
SoC0601801E_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-CPnd_018-Ex1-1E-lcwgs-1-2.2.fq.gz L3
SoC0601906G_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-CPnd_019-Ex1-6G-lcwgs-1-2.2.fq.gz L2
SoC0601906G_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-CPnd_019-Ex1-6G-lcwgs-1-2.2.fq.gz L3
SoC0602002E_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-CPnd_020-Ex1-2E-lcwgs-1-2.2.fq.gz L2
SoC0602002E_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-CPnd_020-Ex1-2E-lcwgs-1-2.2.fq.gz L3
SoC0602207C_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-CPnd_022-Ex1-7C-lcwgs-1-2.2.fq.gz L2
SoC0602207C_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-CPnd_022-Ex1-7C-lcwgs-1-2.2.fq.gz L3
SoC0602405G_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-CPnd_024-Ex1-5G-lcwgs-1-2.2.fq.gz L2
SoC0602405G_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-CPnd_024-Ex1-5G-lcwgs-1-2.2.fq.gz L3
SoC0602603H_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-CPnd_026-Ex1-3H-lcwgs-1-2.2.fq.gz L2
SoC0602603H_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-CPnd_026-Ex1-3H-lcwgs-1-2.2.fq.gz L3
SoC0602703C_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-CPnd_027-Ex1-3C-lcwgs-1-2.2.fq.gz L2
SoC0602703C_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-CPnd_027-Ex1-3C-lcwgs-1-2.2.fq.gz L3
SoC0602803A_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-CPnd_028-Ex1-3A-lcwgs-1-2.2.fq.gz L2
SoC0602803A_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-CPnd_028-Ex1-3A-lcwgs-1-2.2.fq.gz L3
SoC0602908E_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-CPnd_029-Ex1-8E-lcwgs-1-2.2.fq.gz L2
SoC0602908E_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-CPnd_029-Ex1-8E-lcwgs-1-2.2.fq.gz L3
SoC0603002H_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-CPnd_030-Ex1-2H-lcwgs-1-2.2.fq.gz L2
SoC0603002H_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-CPnd_030-Ex1-2H-lcwgs-1-2.2.fq.gz L3
SoC0603105D_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-CPnd_031-Ex1-5D-lcwgs-1-2.2.fq.gz L2
SoC0603105D_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-CPnd_031-Ex1-5D-lcwgs-1-2.2.fq.gz L3
SoC0603302F_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-CPnd_033-Ex1-2F-lcwgs-1-2.2.fq.gz L2
SoC0603302F_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-CPnd_033-Ex1-2F-lcwgs-1-2.2.fq.gz L3
SoC0603404G_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-CPnd_034-Ex1-4G-lcwgs-1-2.2.fq.gz L2
SoC0603404G_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-CPnd_034-Ex1-4G-lcwgs-1-2.2.fq.gz L3
SoC0603605C_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-CPnd_036-Ex1-5C-lcwgs-1-2.2.fq.gz L2
SoC0603605C_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-CPnd_036-Ex1-5C-lcwgs-1-2.2.fq.gz L3
SoC0603706C_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-CPnd_037-Ex1-6C-lcwgs-1-2.2.fq.gz L2
SoC0603706C_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-CPnd_037-Ex1-6C-lcwgs-1-2.2.fq.gz L3
SoC0603802A_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-CPnd_038-Ex1-2A-lcwgs-1-2.2.fq.gz L2
SoC0603802A_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-CPnd_038-Ex1-2A-lcwgs-1-2.2.fq.gz L3
SoC0604107A_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-CPnd_041-Ex1-7A-lcwgs-1-2.2.fq.gz L2
SoC0604107A_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-CPnd_041-Ex1-7A-lcwgs-1-2.2.fq.gz L3
SoC0604301D_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-CPnd_043-Ex1-1D-lcwgs-1-2.2.fq.gz L2
SoC0604301D_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-CPnd_043-Ex1-1D-lcwgs-1-2.2.fq.gz L3
SoC0604408G_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-CPnd_044-Ex1-8G-lcwgs-1-2.2.fq.gz L2
SoC0604408G_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-CPnd_044-Ex1-8G-lcwgs-1-2.2.fq.gz L3
SoC0604507B_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-CPnd_045-Ex1-7B-lcwgs-1-2.2.fq.gz L2
SoC0604507B_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-CPnd_045-Ex1-7B-lcwgs-1-2.2.fq.gz L3
SoC0604605A_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-CPnd_046-Ex1-5A-lcwgs-1-2.2.fq.gz L2
SoC0604605A_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-CPnd_046-Ex1-5A-lcwgs-1-2.2.fq.gz L3
SoC0604903B_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-CPnd_049-Ex1-3B-lcwgs-1-2.2.fq.gz L2
SoC0604903B_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-CPnd_049-Ex1-3B-lcwgs-1-2.2.fq.gz L3
SoC0605003F_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-CPnd_050-Ex1-3F-lcwgs-1-2.2.fq.gz L2
SoC0605003F_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-CPnd_050-Ex1-3F-lcwgs-1-2.2.fq.gz L3
SoC0605206D_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-CPnd_052-Ex1-6D-lcwgs-1-2.2.fq.gz L2
SoC0605206D_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-CPnd_052-Ex1-6D-lcwgs-1-2.2.fq.gz L3
SoC0605302C_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-CPnd_053-Ex1-2C-lcwgs-1-2.2.fq.gz L2
SoC0605302C_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-CPnd_053-Ex1-2C-lcwgs-1-2.2.fq.gz L3
SoC0605408F_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-CPnd_054-Ex1-8F-lcwgs-1-2.2.fq.gz L2
SoC0605408F_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-CPnd_054-Ex1-8F-lcwgs-1-2.2.fq.gz L3
SoC0605507G_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-CPnd_055-Ex1-7G-lcwgs-1-2.2.fq.gz L2
SoC0605507G_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-CPnd_055-Ex1-7G-lcwgs-1-2.2.fq.gz L3
SoC0605802G_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-CPnd_058-Ex1-2G-lcwgs-1-2.2.fq.gz L2
SoC0605802G_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-CPnd_058-Ex1-2G-lcwgs-1-2.2.fq.gz L3
SoC0606307D_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-CPnd_063-Ex1-7D-lcwgs-1-2.2.fq.gz L2
SoC0606307D_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-CPnd_063-Ex1-7D-lcwgs-1-2.2.fq.gz L3
SoC0606608B_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-CPnd_066-Ex1-8B-lcwgs-1-2.2.fq.gz L2
SoC0606608B_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-CPnd_066-Ex1-8B-lcwgs-1-2.2.fq.gz L3
SoC0606906B_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-CPnd_069-Ex1-6B-lcwgs-1-2.2.fq.gz L2
SoC0606906B_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-CPnd_069-Ex1-6B-lcwgs-1-2.2.fq.gz L3
SoC0607208C_CKDL230038844-1A_22FF32LT3_L2_2.fq.gz Sor-CPnd_072-Ex1-8C-lcwgs-1-2.2.fq.gz L2
SoC0607208C_CKDL230038844-1A_22FF32LT3_L3_2.fq.gz Sor-CPnd_072-Ex1-8C-lcwgs-1-2.2.fq.gz L3
